pid,vid,sid,mode,compile,dev_test,reg_test
Jsoup,19,1,time,1,1,1
Jsoup,19,2,time,1,0,1
Jsoup,19,3,time,1,0,1
Jsoup,19,4,time,1,0,0
Jsoup,19,5,time,1,0,0
Jsoup,19,1,mem,1,0,1
Jsoup,19,2,mem,1,0,1
Jsoup,19,3,mem,1,1,1
Jsoup,19,4,mem,0,0,0
Jsoup,19,5,mem,1,1,1
Jsoup,1,1,normal,1,1,1
Jsoup,1,2,normal,1,1,1
Jsoup,1,3,normal,0,0,0
Jsoup,1,4,normal,1,1,1
Jsoup,1,5,normal,1,0,0
Jsoup,1,1,time,0,0,0
Jsoup,1,2,time,0,0,0
Jsoup,1,3,time,1,1,1
Jsoup,1,4,time,1,1,1
Jsoup,1,5,time,0,0,0
Jsoup,1,1,mem,1,1,1
Jsoup,1,2,mem,0,0,0
Jsoup,1,3,mem,0,0,0
Jsoup,1,4,mem,0,0,0
Jsoup,1,5,mem,0,0,0
Jsoup,20,1,normal,1,1,1
Jsoup,20,2,normal,1,1,1
Jsoup,20,3,normal,1,1,1
Jsoup,20,4,normal,1,1,0
Jsoup,20,5,normal,1,1,0
Jsoup,20,1,time,1,1,1
Jsoup,20,2,time,1,1,0
Jsoup,20,3,time,1,1,1
Jsoup,20,4,time,1,1,0
Jsoup,20,5,time,1,1,0
Jsoup,20,1,mem,1,1,1
Jsoup,20,2,mem,1,1,1
Jsoup,20,3,mem,1,1,1
Jsoup,20,4,mem,1,0,0
Jsoup,20,5,mem,1,1,0
Jsoup,24,1,normal,1,1,1
Jsoup,24,2,normal,1,1,1
Jsoup,24,3,normal,1,1,1
Jsoup,24,4,normal,1,0,1
Jsoup,24,5,normal,1,1,1
Jsoup,24,1,time,0,0,0
Jsoup,24,2,time,1,1,1
Jsoup,24,3,time,1,1,1
Jsoup,24,4,time,1,1,1
Jsoup,24,5,time,1,1,1
Jsoup,24,1,mem,1,1,1
Jsoup,24,2,mem,1,1,1
Jsoup,24,3,mem,1,0,1
Jsoup,24,4,mem,1,0,1
Jsoup,24,5,mem,1,0,1
Jsoup,25,1,normal,0,0,0
Jsoup,25,2,normal,0,0,0
Jsoup,25,3,normal,0,0,0
Jsoup,25,4,normal,0,0,0
Jsoup,25,5,normal,0,0,0
Jsoup,25,1,time,0,0,0
Jsoup,25,2,time,0,0,0
Jsoup,25,3,time,1,1,1
Jsoup,25,4,time,0,0,0
Jsoup,25,5,time,0,0,0
Jsoup,25,1,mem,0,0,0
Jsoup,25,2,mem,1,1,1
Jsoup,25,3,mem,0,0,0
Jsoup,25,4,mem,0,0,0
Jsoup,25,5,mem,0,0,0
Jsoup,26,1,normal,1,1,1
Jsoup,26,2,normal,1,1,1
Jsoup,26,3,normal,1,1,1
Jsoup,26,4,normal,1,1,1
Jsoup,26,5,normal,1,1,1
Jsoup,26,1,time,1,1,1
Jsoup,26,2,time,0,0,0
Jsoup,26,3,time,1,1,1
Jsoup,26,4,time,1,1,1
Jsoup,26,5,time,1,1,1
Jsoup,26,1,mem,1,1,1
Jsoup,26,2,mem,1,1,1
Jsoup,26,3,mem,0,0,0
Jsoup,26,4,mem,1,1,1
Jsoup,26,5,mem,1,0,0
Jsoup,27,1,normal,1,0,1
Jsoup,27,2,normal,1,1,1
Jsoup,27,3,normal,1,0,1
Jsoup,27,4,normal,1,1,1
Jsoup,27,5,normal,1,1,1
Jsoup,27,1,time,1,0,1
Jsoup,27,2,time,1,1,1
Jsoup,27,3,time,1,1,1
Jsoup,27,4,time,1,0,1
Jsoup,27,5,time,1,0,1
Jsoup,27,1,mem,0,0,0
Jsoup,27,2,mem,1,0,1
Jsoup,27,3,mem,1,0,1
Jsoup,27,4,mem,1,0,1
Jsoup,27,5,mem,1,1,1
Jsoup,2,1,normal,1,0,1
Jsoup,2,2,normal,0,0,0
Jsoup,2,3,normal,1,1,1
Jsoup,2,4,normal,1,1,1
Jsoup,2,5,normal,0,0,0
Jsoup,2,1,time,1,0,1
Jsoup,2,2,time,0,0,0
Jsoup,2,3,time,1,0,1
Jsoup,2,4,time,0,0,0
Jsoup,2,5,time,1,1,1
Jsoup,2,1,mem,0,0,0
Jsoup,2,2,mem,1,0,1
Jsoup,2,3,mem,1,0,1
Jsoup,2,4,mem,1,0,1
Jsoup,2,5,mem,1,0,1
Jsoup,32,1,normal,1,1,1
Jsoup,32,2,normal,1,1,1
Jsoup,32,3,normal,1,1,1
Jsoup,32,4,normal,1,1,1
Jsoup,32,5,normal,1,1,1
Jsoup,32,1,time,0,0,0
Jsoup,32,2,time,0,0,0
Jsoup,32,3,time,0,0,0
Jsoup,32,4,time,1,1,1
Jsoup,32,5,time,1,1,1
Jsoup,32,1,mem,0,0,0
Jsoup,32,2,mem,1,1,1
Jsoup,32,3,mem,1,1,1
Jsoup,32,4,mem,1,1,1
Jsoup,32,5,mem,0,0,0
Jsoup,33,1,normal,1,1,1
Jsoup,33,2,normal,1,1,1
Jsoup,33,3,normal,1,1,1
Jsoup,33,4,normal,1,1,1
Jsoup,33,5,normal,1,0,0
Jsoup,33,1,time,1,0,1
Jsoup,33,2,time,0,0,0
Jsoup,33,3,time,0,0,0
Jsoup,33,4,time,1,0,0
Jsoup,33,5,time,0,0,0
Jsoup,33,1,mem,1,1,1
Jsoup,33,2,mem,0,0,0
Jsoup,33,3,mem,1,1,1
Jsoup,33,4,mem,1,1,1
Jsoup,33,5,mem,0,0,0
Jsoup,34,1,normal,1,0,0
Jsoup,34,2,normal,1,1,1
Jsoup,34,3,normal,1,1,1
Jsoup,34,4,normal,1,1,1
Jsoup,34,5,normal,1,0,0
Jsoup,34,1,time,1,1,1
Jsoup,34,2,time,1,0,0
Jsoup,34,3,time,0,0,0
Jsoup,34,4,time,1,1,1
Jsoup,34,5,time,1,1,1
Jsoup,34,1,mem,1,0,0
Jsoup,34,2,mem,1,0,0
Jsoup,34,3,mem,1,1,1
Jsoup,34,4,mem,1,0,0
Jsoup,34,5,mem,1,1,1
Jsoup,37,1,normal,1,1,1
Jsoup,37,2,normal,1,1,1
Jsoup,37,3,normal,1,1,1
Jsoup,37,4,normal,1,1,1
Jsoup,37,5,normal,1,1,1
Jsoup,37,1,time,0,0,0
Jsoup,37,2,time,1,1,1
Jsoup,37,3,time,1,0,0
Jsoup,37,4,time,1,0,1
Jsoup,37,5,time,1,0,0
Jsoup,37,1,mem,1,1,1
Jsoup,37,2,mem,1,1,1
Jsoup,37,3,mem,1,0,0
Jsoup,37,4,mem,0,0,0
Jsoup,37,5,mem,1,1,1
Jsoup,39,1,normal,1,1,1
Jsoup,39,2,normal,0,0,0
Jsoup,39,3,normal,1,0,0
Jsoup,39,4,normal,1,1,1
Jsoup,39,5,normal,1,1,1
Jsoup,39,1,time,1,0,0
Jsoup,39,2,time,1,0,1
Jsoup,39,3,time,1,1,1
Jsoup,39,4,time,0,0,0
Jsoup,39,5,time,1,1,1
Jsoup,39,1,mem,1,0,1
Jsoup,39,2,mem,1,1,1
Jsoup,39,3,mem,1,0,1
Jsoup,39,4,mem,0,0,0
Jsoup,39,5,mem,0,0,0
Jsoup,40,1,normal,1,0,1
Jsoup,40,2,normal,1,1,1
Jsoup,40,3,normal,1,1,1
Jsoup,40,4,normal,1,1,1
Jsoup,40,5,normal,1,1,1
Jsoup,40,1,time,1,0,0
Jsoup,40,2,time,1,1,1
Jsoup,40,3,time,1,1,1
Jsoup,40,4,time,1,0,0
Jsoup,40,5,time,1,1,1
Jsoup,40,1,mem,1,1,1
Jsoup,40,2,mem,1,0,0
Jsoup,40,3,mem,1,1,1
Jsoup,40,4,mem,1,1,1
Jsoup,40,5,mem,1,0,1
Jsoup,41,1,normal,1,1,1
Jsoup,41,2,normal,1,0,0
Jsoup,41,3,normal,1,1,1
Jsoup,41,4,normal,1,1,1
Jsoup,41,5,normal,1,1,1
Jsoup,41,1,time,1,1,1
Jsoup,41,2,time,1,0,0
Jsoup,41,3,time,1,0,0
Jsoup,41,4,time,1,1,1
Jsoup,41,5,time,1,1,1
Jsoup,41,1,mem,1,0,0
Jsoup,41,2,mem,1,0,0
Jsoup,41,3,mem,1,1,1
Jsoup,41,4,mem,1,1,1
Jsoup,41,5,mem,1,0,1
Jsoup,43,1,normal,1,1,1
Jsoup,43,2,normal,1,0,1
Jsoup,43,3,normal,1,1,1
Jsoup,43,4,normal,1,1,0
Jsoup,43,5,normal,1,1,0
Jsoup,43,1,time,1,0,1
Jsoup,43,2,time,1,0,0
Jsoup,43,3,time,1,0,1
Jsoup,43,4,time,1,1,1
Jsoup,43,5,time,1,0,0
Jsoup,43,1,mem,1,1,0
Jsoup,43,2,mem,1,1,1
Jsoup,43,3,mem,1,1,1
Jsoup,43,4,mem,1,1,1
Jsoup,43,5,mem,1,0,0
Jsoup,45,1,normal,1,1,0
Jsoup,45,2,normal,1,1,1
Jsoup,45,3,normal,1,1,1
Jsoup,45,4,normal,1,1,0
Jsoup,45,5,normal,1,1,1
Jsoup,45,1,time,1,1,0
Jsoup,45,2,time,1,1,0
Jsoup,45,3,time,1,1,0
Jsoup,45,4,time,1,1,1
Jsoup,45,5,time,1,1,0
Jsoup,45,1,mem,1,1,1
Jsoup,45,2,mem,1,1,1
Jsoup,45,3,mem,1,1,0
Jsoup,45,4,mem,1,1,1
Jsoup,45,5,mem,1,1,1
Jsoup,46,1,normal,1,1,1
Jsoup,46,2,normal,1,1,1
Jsoup,46,3,normal,1,1,1
Jsoup,46,4,normal,1,1,1
Jsoup,46,5,normal,1,1,1
Jsoup,46,1,time,1,1,1
Jsoup,46,2,time,1,0,1
Jsoup,46,3,time,1,1,1
Jsoup,46,4,time,1,1,1
Jsoup,46,5,time,1,0,1
Jsoup,46,1,mem,1,1,1
Jsoup,46,2,mem,1,1,1
Jsoup,46,3,mem,0,0,0
Jsoup,46,4,mem,0,0,0
Jsoup,46,5,mem,1,0,1
Jsoup,47,1,normal,1,1,1
Jsoup,47,2,normal,1,1,1
Jsoup,47,3,normal,1,1,1
Jsoup,47,4,normal,1,0,0
Jsoup,47,5,normal,1,1,1
Jsoup,47,1,time,1,1,1
Jsoup,47,2,time,1,1,1
Jsoup,47,3,time,1,0,1
Jsoup,47,4,time,1,1,1
Jsoup,47,5,time,1,0,0
Jsoup,47,1,mem,1,1,1
Jsoup,47,2,mem,1,1,1
Jsoup,47,3,mem,1,1,1
Jsoup,47,4,mem,1,1,1
Jsoup,47,5,mem,1,1,1
Jsoup,48,1,normal,1,1,1
Jsoup,48,2,normal,1,1,1
Jsoup,48,3,normal,1,1,1
Jsoup,48,4,normal,1,1,1
Jsoup,48,5,normal,1,1,1
Jsoup,48,1,time,1,1,1
Jsoup,48,2,time,1,1,1
Jsoup,48,3,time,1,1,1
Jsoup,48,4,time,1,1,1
Jsoup,48,5,time,1,1,0
Jsoup,48,1,mem,1,1,1
Jsoup,48,2,mem,1,1,1
Jsoup,48,3,mem,1,1,0
Jsoup,48,4,mem,1,1,1
Jsoup,48,5,mem,1,1,1
Jsoup,49,1,normal,1,0,1
Jsoup,49,2,normal,0,0,0
Jsoup,49,3,normal,1,1,1
Jsoup,49,4,normal,1,0,1
Jsoup,49,5,normal,1,0,1
Jsoup,49,1,time,0,0,0
Jsoup,49,2,time,1,0,1
Jsoup,49,3,time,1,0,1
Jsoup,49,4,time,0,0,0
Jsoup,49,5,time,1,1,1
Jsoup,49,1,mem,1,1,1
Jsoup,49,2,mem,1,0,1
Jsoup,49,3,mem,1,0,1
Jsoup,49,4,mem,1,0,1
Jsoup,49,5,mem,1,0,1
Jsoup,51,1,normal,1,1,1
Jsoup,51,2,normal,1,1,1
Jsoup,51,3,normal,1,1,1
Jsoup,51,4,normal,1,1,1
Jsoup,51,5,normal,1,1,1
Jsoup,51,1,time,1,1,1
Jsoup,51,2,time,1,1,1
Jsoup,51,3,time,1,1,1
Jsoup,51,4,time,1,1,1
Jsoup,51,5,time,1,1,1
Jsoup,51,1,mem,1,1,1
Jsoup,51,2,mem,1,0,1
Jsoup,51,3,mem,1,1,1
Jsoup,51,4,mem,1,1,1
Jsoup,51,5,mem,1,1,1
Jsoup,53,1,normal,1,1,1
Jsoup,53,2,normal,1,0,1
Jsoup,53,3,normal,1,1,1
Jsoup,53,4,normal,1,1,1
Jsoup,53,5,normal,1,0,1
Jsoup,53,1,time,1,0,0
Jsoup,53,2,time,1,1,1
Jsoup,53,3,time,0,0,0
Jsoup,53,4,time,1,0,1
Jsoup,53,5,time,1,1,0
Jsoup,53,1,mem,1,0,0
Jsoup,53,2,mem,1,0,0
Jsoup,53,3,mem,1,0,0
Jsoup,53,4,mem,1,0,0
Jsoup,53,5,mem,1,1,1
Jsoup,54,1,normal,1,1,1
Jsoup,54,2,normal,0,0,0
Jsoup,54,3,normal,1,1,1
Jsoup,54,4,normal,1,1,1
Jsoup,54,5,normal,1,1,1
Jsoup,54,1,time,1,1,1
Jsoup,54,2,time,1,1,1
Jsoup,54,3,time,1,1,1
Jsoup,54,4,time,1,1,1
Jsoup,54,5,time,1,1,1
Jsoup,54,1,mem,1,0,1
Jsoup,54,2,mem,0,0,0
Jsoup,54,3,mem,1,1,1
Jsoup,54,4,mem,1,1,1
Jsoup,54,5,mem,1,1,1
Jsoup,55,1,normal,1,1,1
Jsoup,55,2,normal,0,0,0
Jsoup,55,3,normal,0,0,0
Jsoup,55,4,normal,1,0,1
Jsoup,55,5,normal,1,1,1
Jsoup,55,1,time,0,0,0
Jsoup,55,2,time,1,1,1
Jsoup,55,3,time,1,1,1
Jsoup,55,4,time,0,0,0
Jsoup,55,5,time,1,1,1
Jsoup,55,1,mem,0,0,0
Jsoup,55,2,mem,1,1,1
Jsoup,55,3,mem,1,1,1
Jsoup,55,4,mem,1,0,1
Jsoup,55,5,mem,1,1,1
Jsoup,57,1,normal,1,1,1
Jsoup,57,2,normal,1,1,1
Jsoup,57,3,normal,1,1,1
Jsoup,57,4,normal,1,1,1
Jsoup,57,5,normal,1,1,1
Jsoup,57,1,time,0,0,0
Jsoup,57,2,time,0,0,0
Jsoup,57,3,time,0,0,0
Jsoup,57,4,time,0,0,0
Jsoup,57,5,time,0,0,0
Jsoup,57,1,mem,0,0,0
Jsoup,57,2,mem,0,0,0
Jsoup,57,3,mem,0,0,0
Jsoup,57,4,mem,0,0,0
Jsoup,57,5,mem,0,0,0
Jsoup,5,1,normal,1,1,1
Jsoup,5,2,normal,1,1,1
Jsoup,5,3,normal,1,1,1
Jsoup,5,4,normal,1,1,1
Jsoup,5,5,normal,1,1,1
Jsoup,5,1,time,1,0,0
Jsoup,5,2,time,1,0,0
Jsoup,5,3,time,1,1,1
Jsoup,5,4,time,1,1,1
Jsoup,5,5,time,1,1,1
Jsoup,5,1,mem,1,1,1
Jsoup,5,2,mem,1,1,1
Jsoup,5,3,mem,1,1,1
Jsoup,5,4,mem,1,1,1
Jsoup,5,5,mem,1,0,0
Jsoup,61,1,normal,1,0,0
Jsoup,61,2,normal,1,1,1
Jsoup,61,3,normal,1,0,1
Jsoup,61,4,normal,1,0,1
Jsoup,61,5,normal,1,1,1
Jsoup,61,1,time,1,1,1
Jsoup,61,2,time,1,1,1
Jsoup,61,3,time,1,1,1
Jsoup,61,4,time,1,0,1
Jsoup,61,5,time,1,0,1
Jsoup,61,1,mem,1,1,1
Jsoup,61,2,mem,1,1,1
Jsoup,61,3,mem,1,1,1
Jsoup,61,4,mem,1,1,1
Jsoup,61,5,mem,1,1,1
Jsoup,62,1,normal,1,1,1
Jsoup,62,2,normal,0,0,0
Jsoup,62,3,normal,0,0,0
Jsoup,62,4,normal,1,1,1
Jsoup,62,5,normal,1,1,1
Jsoup,62,1,time,1,1,1
Jsoup,62,2,time,0,0,0
Jsoup,62,3,time,1,1,1
Jsoup,62,4,time,1,1,1
Jsoup,62,5,time,1,1,1
Jsoup,62,1,mem,1,1,1
Jsoup,62,2,mem,1,1,1
Jsoup,62,3,mem,1,1,1
Jsoup,62,4,mem,0,0,0
Jsoup,62,5,mem,1,1,1
Jsoup,64,1,normal,1,1,1
Jsoup,64,2,normal,1,1,1
Jsoup,64,3,normal,1,1,1
Jsoup,64,4,normal,1,1,1
Jsoup,64,5,normal,1,0,1
Jsoup,64,1,time,1,1,1
Jsoup,64,2,time,1,1,1
Jsoup,64,3,time,1,0,1
Jsoup,64,4,time,1,1,1
Jsoup,64,5,time,1,0,1
Jsoup,64,1,mem,1,1,1
Jsoup,64,2,mem,1,1,1
Jsoup,64,3,mem,1,1,1
Jsoup,64,4,mem,1,1,1
Jsoup,64,5,mem,1,1,1
Jsoup,69,1,normal,1,1,1
Jsoup,69,2,normal,1,1,1
Jsoup,69,3,normal,1,1,1
Jsoup,69,4,normal,1,1,1
Jsoup,69,5,normal,1,1,1
Jsoup,69,1,time,1,1,1
Jsoup,69,2,time,1,1,1
Jsoup,69,3,time,1,1,1
Jsoup,69,4,time,1,1,1
Jsoup,69,5,time,1,1,1
Jsoup,69,1,mem,1,1,1
Jsoup,69,2,mem,1,1,1
Jsoup,69,3,mem,0,0,0
Jsoup,69,4,mem,1,1,0
Jsoup,69,5,mem,1,1,1
Jsoup,6,1,normal,0,0,0
Jsoup,6,2,normal,1,1,1
Jsoup,6,3,normal,1,1,1
Jsoup,6,4,normal,1,1,1
Jsoup,6,5,normal,1,1,1
Jsoup,6,1,time,1,1,1
Jsoup,6,2,time,0,0,0
Jsoup,6,3,time,1,1,1
Jsoup,6,4,time,1,0,0
Jsoup,6,5,time,0,0,0
Jsoup,6,1,mem,1,0,0
Jsoup,6,2,mem,0,0,0
Jsoup,6,3,mem,1,0,1
Jsoup,6,4,mem,1,0,0
Jsoup,6,5,mem,0,0,0
Jsoup,70,1,normal,1,1,1
Jsoup,70,2,normal,1,1,1
Jsoup,70,3,normal,0,0,0
Jsoup,70,4,normal,1,1,1
Jsoup,70,5,normal,1,1,1
Jsoup,70,1,time,1,1,1
Jsoup,70,2,time,1,1,1
Jsoup,70,3,time,1,1,1
Jsoup,70,4,time,1,1,1
Jsoup,70,5,time,1,1,1
Jsoup,70,1,mem,1,1,1
Jsoup,70,2,mem,1,1,1
Jsoup,70,3,mem,1,1,1
Jsoup,70,4,mem,1,1,1
Jsoup,70,5,mem,1,1,1
Jsoup,72,1,normal,1,1,1
Jsoup,72,2,normal,1,0,1
Jsoup,72,3,normal,1,1,1
Jsoup,72,4,normal,1,0,1
Jsoup,72,5,normal,0,0,0
Jsoup,72,1,time,0,0,0
Jsoup,72,2,time,1,0,1
Jsoup,72,3,time,1,0,1
Jsoup,72,4,time,1,0,1
Jsoup,72,5,time,1,0,1
Jsoup,72,1,mem,1,0,1
Jsoup,72,2,mem,1,0,1
Jsoup,72,3,mem,0,0,0
Jsoup,72,4,mem,1,1,1
Jsoup,72,5,mem,0,0,0
Jsoup,75,1,normal,0,0,0
Jsoup,75,2,normal,1,0,1
Jsoup,75,3,normal,1,1,1
Jsoup,75,4,normal,1,1,1
Jsoup,75,5,normal,1,0,0
Jsoup,75,1,time,1,1,1
Jsoup,75,2,time,0,0,0
Jsoup,75,3,time,1,0,1
Jsoup,75,4,time,0,0,0
Jsoup,75,5,time,1,0,0
Jsoup,75,1,mem,0,0,0
Jsoup,75,2,mem,1,0,0
Jsoup,75,3,mem,0,0,0
Jsoup,75,4,mem,0,0,0
Jsoup,75,5,mem,1,1,1
Jsoup,77,1,normal,1,1,1
Jsoup,77,2,normal,1,1,1
Jsoup,77,3,normal,1,1,1
Jsoup,77,4,normal,1,1,1
Jsoup,77,5,normal,1,1,1
Jsoup,77,1,time,1,1,1
Jsoup,77,2,time,1,1,1
Jsoup,77,3,time,1,1,1
Jsoup,77,4,time,0,0,0
Jsoup,77,5,time,1,1,1
Jsoup,77,1,mem,1,1,1
Jsoup,77,2,mem,1,1,1
Jsoup,77,3,mem,0,0,0
Jsoup,77,4,mem,0,0,0
Jsoup,77,5,mem,0,0,0
Jsoup,80,1,normal,1,0,1
Jsoup,80,2,normal,1,1,1
Jsoup,80,3,normal,1,1,1
Jsoup,80,4,normal,1,1,1
Jsoup,80,5,normal,1,1,1
Jsoup,80,1,time,0,0,0
Jsoup,80,2,time,0,0,0
Jsoup,80,3,time,1,0,1
Jsoup,80,4,time,0,0,0
Jsoup,80,5,time,0,0,0
Jsoup,80,1,mem,1,0,1
Jsoup,80,2,mem,0,0,0
Jsoup,80,3,mem,1,1,1
Jsoup,80,4,mem,1,0,1
Jsoup,80,5,mem,1,0,1
Jsoup,82,1,normal,1,1,1
Jsoup,82,2,normal,1,1,1
Jsoup,82,3,normal,1,1,1
Jsoup,82,4,normal,0,0,0
Jsoup,82,5,normal,1,1,1
Jsoup,82,1,time,1,1,1
Jsoup,82,2,time,1,0,1
Jsoup,82,3,time,0,0,0
Jsoup,82,4,time,0,0,0
Jsoup,82,5,time,1,0,1
Jsoup,82,1,mem,1,0,1
Jsoup,82,2,mem,1,1,1
Jsoup,82,3,mem,0,0,0
Jsoup,82,4,mem,0,0,0
Jsoup,82,5,mem,1,0,1
Jsoup,84,1,normal,1,1,1
Jsoup,84,2,normal,1,1,1
Jsoup,84,3,normal,1,1,1
Jsoup,84,4,normal,1,1,1
Jsoup,84,5,normal,1,1,1
Jsoup,84,1,time,1,1,1
Jsoup,84,2,time,1,1,1
Jsoup,84,3,time,1,1,1
Jsoup,84,4,time,1,1,1
Jsoup,84,5,time,1,1,1
Jsoup,84,1,mem,1,0,1
Jsoup,84,2,mem,1,0,1
Jsoup,84,3,mem,1,1,1
Jsoup,84,4,mem,1,0,1
Jsoup,84,5,mem,1,0,1
Jsoup,85,1,normal,1,1,1
Jsoup,85,2,normal,1,1,1
Jsoup,85,3,normal,1,1,1
Jsoup,85,4,normal,1,1,1
Jsoup,85,5,normal,1,1,1
Jsoup,85,1,time,1,1,1
Jsoup,85,2,time,1,0,0
Jsoup,85,3,time,1,1,1
Jsoup,85,4,time,0,0,0
Jsoup,85,5,time,0,0,0
Jsoup,85,1,mem,1,1,1
Jsoup,85,2,mem,1,1,1
Jsoup,85,3,mem,1,1,1
Jsoup,85,4,mem,1,1,1
Jsoup,85,5,mem,0,0,0
Jsoup,86,1,normal,0,0,0
Jsoup,86,2,normal,0,0,0
Jsoup,86,3,normal,0,0,0
Jsoup,86,4,normal,1,1,1
Jsoup,86,5,normal,1,1,1
Jsoup,86,1,time,0,0,0
Jsoup,86,2,time,1,0,0
Jsoup,86,3,time,0,0,0
Jsoup,86,4,time,1,0,0
Jsoup,86,5,time,1,0,0
Jsoup,86,1,mem,0,0,0
Jsoup,86,2,mem,1,0,0
Jsoup,86,3,mem,0,0,0
Jsoup,86,4,mem,0,0,0
Jsoup,86,5,mem,0,0,0
Jsoup,88,1,normal,1,1,1
Jsoup,88,2,normal,1,1,1
Jsoup,88,3,normal,1,0,0
Jsoup,88,4,normal,1,1,1
Jsoup,88,5,normal,1,1,1
Jsoup,88,1,time,1,1,1
Jsoup,88,2,time,1,0,0
Jsoup,88,3,time,1,1,1
Jsoup,88,4,time,1,1,1
Jsoup,88,5,time,0,0,0
Jsoup,88,1,mem,1,1,1
Jsoup,88,2,mem,1,1,1
Jsoup,88,3,mem,1,1,1
Jsoup,88,4,mem,1,0,0
Jsoup,88,5,mem,1,1,1
Jsoup,89,1,normal,1,1,1
Jsoup,89,2,normal,1,1,1
Jsoup,89,3,normal,1,1,0
Jsoup,89,4,normal,1,1,1
Jsoup,89,5,normal,1,1,1
Jsoup,89,1,time,1,1,0
Jsoup,89,2,time,1,1,0
Jsoup,89,3,time,1,1,0
Jsoup,89,4,time,1,1,0
Jsoup,89,5,time,1,1,0
Jsoup,89,1,mem,1,1,1
Jsoup,89,2,mem,1,1,1
Jsoup,89,3,mem,1,1,0
Jsoup,89,4,mem,1,0,0
Jsoup,89,5,mem,0,0,0
Jsoup,90,1,normal,1,1,1
Jsoup,90,2,normal,1,1,1
Jsoup,90,3,normal,1,1,1
Jsoup,90,4,normal,1,1,1
Jsoup,90,5,normal,1,1,1
Jsoup,90,1,time,1,1,1
Jsoup,90,2,time,1,1,1
Jsoup,90,3,time,1,1,1
Jsoup,90,4,time,1,1,1
Jsoup,90,5,time,1,1,1
Jsoup,90,1,mem,1,1,1
Jsoup,90,2,mem,1,1,1
Jsoup,90,3,mem,1,1,1
Jsoup,90,4,mem,1,1,1
Jsoup,90,5,mem,1,1,1
Jsoup,93,1,normal,1,1,1
Jsoup,93,2,normal,1,1,1
Jsoup,93,3,normal,1,1,1
Jsoup,93,4,normal,1,1,1
Jsoup,93,5,normal,1,1,1
Jsoup,93,1,time,1,1,1
Jsoup,93,2,time,1,0,1
Jsoup,93,3,time,1,1,1
Jsoup,93,4,time,0,0,0
Jsoup,93,5,time,1,1,1
Jsoup,93,1,mem,1,1,1
Jsoup,93,2,mem,1,1,1
Jsoup,93,3,mem,1,1,1
Jsoup,93,4,mem,1,1,1
Jsoup,93,5,mem,0,0,0
Jsoup,9,1,normal,0,0,0
Jsoup,9,2,normal,0,0,0
Jsoup,9,3,normal,0,0,0
Jsoup,9,4,normal,0,0,0
Jsoup,9,5,normal,0,0,0
Jsoup,9,1,time,0,0,0
Jsoup,9,2,time,0,0,0
Jsoup,9,3,time,0,0,0
Jsoup,9,4,time,0,0,0
Jsoup,9,5,time,0,0,0
Jsoup,9,1,mem,0,0,0
Jsoup,9,2,mem,0,0,0
Jsoup,9,3,mem,0,0,0
Jsoup,9,4,mem,0,0,0
Jsoup,9,5,mem,0,0,0
Lang,10,1,normal,1,1,1
Lang,10,2,normal,1,1,1
Lang,10,3,normal,1,1,1
Lang,10,4,normal,1,1,1
Lang,10,5,normal,1,1,1
Lang,10,1,time,1,0,1
Lang,10,2,time,1,1,1
Lang,10,3,time,1,1,1
Lang,10,4,time,0,0,0
Lang,10,5,time,1,1,1
Lang,10,1,mem,1,0,0
Lang,10,2,mem,1,0,0
Lang,10,3,mem,1,1,1
Lang,10,4,mem,1,1,1
Lang,10,5,mem,1,1,1
Lang,11,1,normal,1,0,0
Lang,11,2,normal,1,0,0
Lang,11,3,normal,1,1,1
Lang,11,4,normal,1,1,1
Lang,11,5,normal,1,0,0
Lang,11,1,time,1,0,0
Lang,11,2,time,1,1,1
Lang,11,3,time,1,0,0
Lang,11,4,time,0,0,0
Lang,11,5,time,1,0,0
Lang,11,1,mem,1,0,0
Lang,11,2,mem,1,0,0
Lang,11,3,mem,1,1,1
Lang,11,4,mem,1,1,1
Lang,11,5,mem,0,0,0
Lang,12,1,normal,1,1,1
Lang,12,2,normal,1,0,0
Lang,12,3,normal,1,1,1
Lang,12,4,normal,1,1,1
Lang,12,5,normal,1,0,0
Lang,12,1,time,1,1,1
Lang,12,2,time,1,1,1
Lang,12,3,time,1,1,1
Lang,12,4,time,1,1,1
Lang,12,5,time,1,1,1
Lang,12,1,mem,1,0,0
Lang,12,2,mem,1,1,1
Lang,12,3,mem,1,1,1
Lang,12,4,mem,1,0,0
Lang,12,5,mem,1,1,1
Lang,14,1,normal,1,1,1
Lang,14,2,normal,1,1,1
Lang,14,3,normal,1,1,1
Lang,14,4,normal,1,1,1
Lang,14,5,normal,1,1,1
Lang,14,1,time,0,0,0
Lang,14,2,time,1,1,1
Lang,14,3,time,1,0,1
Lang,14,4,time,1,0,1
Lang,14,5,time,1,1,1
Lang,14,1,mem,1,1,1
Lang,14,2,mem,0,0,0
Lang,14,3,mem,1,1,1
Lang,14,4,mem,1,1,1
Lang,14,5,mem,1,1,0
Lang,18,1,normal,0,0,0
Lang,18,2,normal,0,0,0
Lang,18,3,normal,0,0,0
Lang,18,4,normal,1,0,0
Lang,18,5,normal,1,1,1
Lang,18,1,time,1,1,1
Lang,18,2,time,0,0,0
Lang,18,3,time,0,0,0
Lang,18,4,time,1,1,1
Lang,18,5,time,0,0,0
Lang,18,1,mem,1,1,1
